text,label,target,text_pl
Disney’s ‘Rogue One’ Surges With $155 Million Weekend Haul,news,0,„Łotr 1” Disneya zyskuje na popularności dzięki weekendowej wygranej o wartości 155 milionów dolarów
Are You A Kardashian Or A Jenner,clickbait,1,Jesteś Kardashianką czy Jenner
21 Awesome '80s Girls Toys That Are Worth A Small Fortune Now,clickbait,1,"21 niesamowitych zabawek dla dziewcząt z lat 80., które teraz są warte małą fortunę"
"'Africa's youngest billionaire', 35, could be forced to sell his £160,000 ticket to space to pay off his food writer wife, 33, in their High Court divorce battle ",news,0,"„Najmłodszy miliarder Afryki” (35 l.) może zostać zmuszony do sprzedaży wartego 160 000 funtów biletu w kosmos, aby spłacić swoją 33-letnią żonę, pisarkę kulinarną, w procesie rozwodowym przed Wysokim Trybunałem"
4 Great Books To Read In March,clickbait,1,4 świetne książki do przeczytania w marcu
"How Well Do You Know The Lyrics To ""Cake By The Ocean"" By DNCE",clickbait,1,Jak dobrze znasz tekst piosenki „Cake By The Ocean” zespołu DNCE
What Unnatural Color Should You Dye Your Hair,clickbait,1,Na jaki nienaturalny kolor powinieneś pofarbować włosy
This Mini Pop-Tart Recipe Will Awaken Your Childhood Soul,clickbait,1,Ten przepis na mini-pop-tartę obudzi Twoją duszę z dzieciństwa
William Morris and Endeavor Explore a Merger,news,0,William Morris i Endeavour rozważają fuzję
20 Magical Unicorn Tattoos,clickbait,1,20 magicznych tatuaży jednorożca
Airbus offers funding to search for black boxes from Air France disaster,news,0,Airbus oferuje fundusze na poszukiwanie czarnych skrzynek po katastrofie Air France
Vibrator Maker Shells Out Millions Over Claims It ‘Secretly’ Tracked User Data,news,0,"Producent wibratorów wydał ponad miliony, twierdząc, że „potajemnie” śledził dane użytkownika"
People Are Changing One Consonant In Movie Titles To Ruin Them And It's Hilarious,clickbait,1,"Ludzie zmieniają jedną spółgłoskę w tytułach filmów, żeby je zrujnować i to jest zabawne"
Parents Text With Emojis For The First Time,clickbait,1,Rodzice po raz pierwszy wysyłają SMS-y za pomocą emotikonów
Which Video Game Princess Are You,clickbait,1,Którą księżniczką z gry wideo jesteś
NASCAR: Kurt Busch wins 2011 Budweiser Shootout,news,0,NASCAR: Kurt Busch wygrywa Budweiser Shootout 2011
South Korean actress Ok So-ri gets suspended term for adultery,news,0,Południowokoreańska aktorka Ok So-ri zostaje zawieszona za cudzołóstwo
Who's That Unknown Caller,clickbait,1,Kim jest ten nieznany rozmówca
Ellen DeGeneres As A Member Of One Direction Is Too Perfect,clickbait,1,Ellen DeGeneres jako członkini One Direction jest zbyt idealna
Palin Applauds 'Fearless Leader' Trump for Taking on 'Lying Lapdog Media'  Insider,news,0,Palin pochwala „nieustraszonego przywódcę” Trumpa za przyjęcie poufnego źródła „kłamliwych mediów Lapdog”
UK shadow home secretary resigns over terror law,news,0,Sekretarz spraw wewnętrznych Wielkiej Brytanii w cieniu rezygnuje z powodu ustawy o terroryzmie
Japanese motorcylist Shoya Tomizawa dies aged 19 after crash in San Marino,news,0,Japońska motocyklistka Shoya Tomizawa umiera w wieku 19 lat po wypadku w San Marino
Online Age Quiz Is a Window for Drug Makers,news,0,Internetowy quiz dotyczący wieku to okno dla producentów narkotyków
We Tried The Makeup Eraser That Claims To Remove All Your Makeup With Just Water,clickbait,1,"Wypróbowaliśmy gumkę do makijażu, która rzekomo usuwa cały makijaż za pomocą samej wody"
Trump Says New Vetting Will Keep ‘Radical Islamic Terrorists’ Out Of U.S.,news,0,"Trump twierdzi, że nowa weryfikacja powstrzyma „radykalnych islamskich terrorystów” z dala od USA"
Families appeal to Spain's government to negotiate with Somali pirates,news,0,Rodziny apelują do rządu Hiszpanii o negocjacje z somalijskimi piratami
21 Times George Costanza Was Actually A Twentysomething,clickbait,1,21 razy George Costanza był w rzeczywistości dwudziestolatkiem
45 Signs You're An Old Millennial,clickbait,1,"45 znaków, że jesteś starym milenialsem"
Chechnya chopper crash kills 15,news,0,W katastrofie śmigłowca w Czeczenii zginęło 15 osób
Baby remains found in 'underground chambers' beneath former home for unmarried mothers in Ireland,clickbait,1,Szczątki dziecka odnaleziono w „podziemnych komnatach” pod dawnym domem dla niezamężnych matek w Irlandii
Why Do Black Women In Movies Have To Choose Between A Weave And A Relationship,clickbait,1,Dlaczego czarne kobiety w filmach muszą wybierać między splotem a związkiem
Former Malaysian PM Mahathir throws weight behind rally to oust leader Najib,news,0,Były premier Malezji Mahathir popiera wiec mający na celu obalenie przywódcy Najiba
Paul Manafort Is Back,news,0,Powrót Paula Manaforta
"Ellen And Portia Named Their New Puppy ""Kid"" For The Best Reason",clickbait,1,Ellen i Portia nazwały swojego nowego szczeniaka „dzieckiem” nie bez powodu
Manafort: GOP Presidential Nominating Process a ’System of the 1920s - Not 2016’ - Breitbart,news,0,"Manafort: Proces nominacji prezydenckiej Partii Republikańskiej to „system lat dwudziestych, a nie 2016” - Breitbart"
D.R.A.M.,news,0,NAPARSTEK.
‘The smell of death was everywhere’: Inside the world’s most dangerous mines,clickbait,1,„Wszędzie unosił się zapach śmierci”: w najniebezpieczniejszych kopalniach świata
A Woman Is Surprised With A Proposal During A BuzzFeed Video,clickbait,1,Kobieta jest zaskoczona propozycją podczas wideo BuzzFeed
Former Rwandan government minister Nyiramasuhuko convicted of genocide,news,0,Były minister rządu Rwandy Nyiramasuhuko skazany za ludobójstwo
Weir Is No Stranger to Dank Weather or Big Stage,news,0,Weir nie jest obcy Dank Weather i Big Stage
Trump to let media choose where he donates his salary,news,0,"Trump pozwoli mediom wybrać, na co przekaże swoją pensję"
Watch The Evolution Of Men's Eyewear In Under Three Minutes,clickbait,1,Obejrzyj ewolucję męskich okularów w niecałe trzy minuty
Would the End of Tipping Mean the End of Good Service?,clickbait,1,Czy koniec dawania napiwków oznaczałby koniec dobrej obsługi?
We Know What Country You Live In Based On The Things You Hate,clickbait,1,"Wiemy, w jakim kraju mieszkasz, na podstawie tego, czego nienawidzisz"
37 Of The Most Insane Pictures Ever Taken At Burning Man,clickbait,1,"37 najbardziej szalonych zdjęć, jakie kiedykolwiek zrobiono w Burning Man"
Former Miss Finland is 12th woman to accuse Donald Trump of sexual assault,news,0,"Była Miss Finlandii jest 12. kobietą, która oskarża Donalda Trumpa o napaść na tle seksualnym"
Van Morrison: 30 essential songs,clickbait,1,Van Morrison: 30 niezbędnych piosenek
27 Happy Gifts For People Who Love Jamaica,clickbait,1,"27 szczęśliwych prezentów dla ludzi, którzy kochają Jamajkę"
"18 Hilarious ""Star Wars"" Vines",clickbait,1,18 zabawnych winorośli „Gwiezdnych Wojen”.
E-Mail Surveillance Renews Concerns in Congress,news,0,Nadzór poczty elektronicznej budzi obawy w Kongresie
Trump Orders Wall at Mexican Border,news,0,Trump zarządza murem na granicy z Meksykiem
Deaths in Philippines ferry accidents,news,0,Śmierć w wypadkach promów na Filipinach
We Know Who Designed Your Eye Bags Based On Your Birth Month,clickbait,1,"Wiemy, kto zaprojektował Twoje worki na oczy na podstawie Twojego miesiąca urodzenia"
"Twitter Reacts to News That Nike, Adidas and Under Armour Won't Sign Lonzo Ball",news,0,"Twitter reaguje na wiadomość, że Nike, Adidas i Under Armour nie podpiszą kontraktu z Lonzo Ballem"
Show Us The Best Handmade Gifts Your Kids Have Given You,clickbait,1,"Pokaż nam najlepsze ręcznie robione prezenty, które dały Ci Twoje dzieci"
How Many Iconic '00s Films Have You Seen,clickbait,1,Ile kultowych filmów z początku XXI wieku widziałeś?
College Student Crowdfunds His Own Custom Cancer Treatment,news,0,"Student college'u finansuje własne, niestandardowe leczenie raka"
J. Crew Expects a Profit Despite a Sales Decline,news,0,J. Crew spodziewa się zysku pomimo spadku sprzedaży
This Model Just Made History At The Victoria's Secret Fashion Show,clickbait,1,Ten model właśnie przeszedł do historii podczas pokazu mody Victoria's Secret
What Kind Of Person Are You Really,clickbait,1,Jakim naprawdę jesteś człowiekiem
"Former Hyderabad Banker And Drug Addict Grows Cannabis In His 2-BHK Flat, Lands Behind Bars",news,0,Były bankier z Hyderabadu i narkoman uprawia marihuanę w swoim mieszkaniu przy 2-BHK i ląduje za kratkami
"Passenger plane traveling to Iran crashes in Kyrgyzstan, killing 68",news,0,"Samolot pasażerski lecący do Iranu rozbija się w Kirgistanie, zginęło 68 osób"
"A young boy, a devastating brain tumor and parents who ‘will do anything’",clickbait,1,"Młody chłopak, wyniszczający guz mózgu i rodzice, którzy „zrobią wszystko”"
50 Of Our Favorite BuzzFeed Community Posts Of 2015,clickbait,1,50 naszych ulubionych postów społeczności BuzzFeed z 2015 r
This Is What Happens When A Blizzard Strikes On Your Wedding Day,clickbait,1,"Oto, co się dzieje, gdy w dniu ślubu uderza zamieć śnieżna"
This is How To Hold A Baby For People Who Are Nervous Around Babies,clickbait,1,"Oto jak trzymać dziecko dla osób, które są zdenerwowane w obecności dzieci"
How Not to Hate Doing Your Taxes,clickbait,1,Jak nie nienawidzić płacenia podatków
Which Season Is The Best Season,clickbait,1,Który sezon jest najlepszy
The Atlantic Daily: Hacking and Hatred,news,0,The Atlantic Daily: Hakowanie i nienawiść
"Hindu Leaders Are Protesting ""X-Men: Apocalypse"" For Comparing Its Villain To Lord Krishna",clickbait,1,Hinduscy przywódcy protestują przeciwko „X-Men: Apocalypse” za porównywanie jego złoczyńcy do Pana Kryszny
"How Well Can You Remember ""Grease""",clickbait,1,Jak dobrze pamiętasz „Smar”
Everything You Need To Know About Riz Ahmed,clickbait,1,"Wszystko, co musisz wiedzieć o Rizie Ahmedzie"
"A top NATO general echoes Trump, calling aspects of alliance ‘obsolete’",clickbait,1,"Najwyższy generał NATO powtarza Trumpa, nazywając pewne aspekty sojuszu „przestarzałymi”"
New Obama/Biden memes are here to help you survive inauguration week,clickbait,1,"Nowe memy Obamy/Bidena są tutaj, aby pomóc Ci przetrwać tydzień inauguracyjny"
Children As Young As 13 Are Now Attending Smartphone Rehab Centres To Cure Their Addiction,clickbait,1,"Dzieci w wieku zaledwie 13 lat uczęszczają teraz do ośrodków rehabilitacji smartfonów, aby wyleczyć się z uzależnienia"
"Kerry: With One State, ‘Israel Can Either be Jewish or Democratic—It Cannot Be Both’",news,0,"Kerry: Mając jedno państwo, „Izrael może być albo żydowski, albo demokratyczny - nie może być jednym i drugim”"
Los Angeles commuter train collides with freight train; over two dozen killed,news,0,Pociąg podmiejski w Los Angeles zderza się z pociągiem towarowym;ponad dwa tuziny zabitych
Preliminary investigation results released on Canadian helicopter crash,news,0,Opublikowano wstępne wyniki śledztwa w sprawie katastrofy kanadyjskiego helikoptera
"Police: 2 Afghan migrants killed, 10 injured in car crash in Serbia ",news,0,"Policja: 2 afgańskich migrantów zginęło, 10 zostało rannych w wypadku samochodowym w Serbii"
Palestinians Try to Prune Branches of Core Party,news,0,Palestyńczycy próbują przyciąć gałęzie Partii Rdzeń
"17 Thoughts You Had Watching ""Making A Murderer""",clickbait,1,"17 myśli, które miałeś po obejrzeniu „Making a Murderer”"
21 Hilarious Tweets That Are Way Too Real If You Hate Doing Stuff,clickbait,1,"21 zabawnych tweetów, które są zbyt prawdziwe, jeśli nienawidzisz robić rzeczy"
Uruguay Senate gives green light for same-sex marriage,news,0,Senat Urugwaju daje zielone światło dla małżeństw osób tej samej płci
OutFront: Queer Black Advocate Hopes to Bring Change to Philly’s ‘Gayborhood’,news,0,OutFront: Queerowy czarny adwokat ma nadzieję wprowadzić zmiany w „gayborhood” w Filadelfii
More Americans disapprove than approve Trump's handling of transition,news,0,"Więcej Amerykanów nie zgadza się z podejściem Trumpa do transformacji, niż aprobuje"
56 Thoughts I Had Watching Shia LaBeouf Watching Shia LaBeouf Movies,clickbait,1,"56 myśli, które miałem, oglądając filmy Shia LaBeoufa"
British people are losing their minds over 2016's final insult,news,0,Brytyjczycy tracą rozum po ostatniej zniewadze w 2016 roku
Priyanka Chopra Is Now The Voice Of PETA's Life-Sized Robot Elephant,clickbait,1,Priyanka Chopra jest teraz głosem naturalnej wielkości robota-słonia organizacji PETA
"Miley Cyrus’ Next Album Is Going To Be Weird, Y’all",clickbait,1,"Następny album Miley Cyrus będzie dziwny, wszyscy"
The Most Practical Cars And Crossovers For 2017,clickbait,1,Najbardziej praktyczne samochody i crossovery na rok 2017
Duke of Edinburgh leaves UK hospital following exploratory surgery,news,0,Książę Edynburga opuszcza brytyjski szpital po operacji zwiadowczej
"In Age of Trump, Some Democrats and Republicans Explore Alliance",news,0,W Age of Trump niektórzy Demokraci i Republikanie eksplorują sojusz
The United States And China Have Ratified The Paris Climate Agreement,news,0,Stany Zjednoczone i Chiny ratyfikowały paryskie porozumienie klimatyczne
"Trump Digs In on Wiretap, No Matter Who Says Differently ",clickbait,1,"Trump zagłębia się w podsłuchy, niezależnie od tego, kto twierdzi inaczej"
24-hour work shifts can wreak havoc on the heart,clickbait,1,24-godzinne zmiany w pracy mogą siać spustoszenie w sercu
Beacon Sets the Mood With Contemplative Dance Jams at Billboard Lounge,news,0,Beacon tworzy nastrój występami tańca kontemplacyjnego w Billboard Lounge
We Got Our Auras Photographed And This Is What We Saw,clickbait,1,Sfotografowaliśmy nasze aury i oto co zobaczyliśmy
China Exceeded U.N. Cap on North Korean Coal Imports in December,news,0,W grudniu Chiny przekroczyły limit ONZ dotyczący importu węgla z Korei Północnej
The ugly example FIFA scandal sets for soccer kids,news,0,Brzydki przykład skandalu FIFA dla dzieciaków zajmujących się piłką nożną
Big Sean's Mogul Prep Program Will Help Students Break Into The Entertainment World,news,0,Program przygotowawczy Mogul firmy Big Sean pomoże uczniom włamać się do świata rozrywki
Why Brazil's Tainted-Meat Probe Worries the World: QuickTake Q&A,clickbait,1,Dlaczego brazylijska sonda dotycząca skażonego mięsa niepokoi świat: pytania i odpowiedzi QuickTake
"Earthquake strikes northeast Japan, shakes Tokyo",news,0,"Trzęsienie ziemi w północno-wschodniej Japonii, wstrząsa Tokio"
"On Gay Issues, Obama Asks to Be Judged on Vows Kept",news,0,"W kwestiach homoseksualnych Obama prosi, aby był sądzony na podstawie dotrzymanych przysięg"
"In Tough Economy, N.B.A. Prepares for Talks With Union",news,0,"W trudnej gospodarce, NBAPrzygotowuje się do rozmów z Unią"
Italian journalist Giuliana Sgrena freed,news,0,Włoska dziennikarka Giuliana Sgrena uwolniona
The U.S. Government’s Warning to Courts That Jail The Poor,news,0,"Ostrzeżenie rządu USA dla sądów, które wtrącają biednych do więzienia"
The link between heartburn drugs and dementia,news,0,Związek między lekami na zgagę a demencją
Which City Should You Live In Based On Your Taste In Men,clickbait,1,"W którym mieście powinieneś mieszkać, biorąc pod uwagę twój gust do mężczyzn"
"Queen Bee syndrome is a myth, women do help each other rise to top",news,0,"Zespół królowej pszczół to mit, kobiety rzeczywiście pomagają sobie nawzajem wspiąć się na szczyt"
This Disney Show For Preschoolers Is Teaching Kids About Consent,clickbait,1,Ten program Disneya dla przedszkolaków uczy dzieci o zgodzie
"FACT CHECK: Clinton’s Speech On The Economy, Annotated",news,0,"WERYFIKACJA FAKTÓW: Przemówienie Clintona na temat gospodarki, z adnotacją"
Here's The Best Irish Bar In Every State,clickbait,1,Oto najlepszy irlandzki bar w każdym stanie
"Call Off Dora The Explorer, Rob Was ""Around"" At The Kardashian's Thanksgiving",clickbait,1,"Zadzwoń do Dory The Explorer, Rob był w pobliżu Święta Dziękczynienia u Kardashian"
Julianne Moore Busts Redhead Myths With Stephen Colbert,clickbait,1,Julianne Moore obala mity o rudych włosach ze Stephenem Colbertem
"This Acrobatic Hoverboard Choreography To Justin Bieber's ""Sorry"" May Be The Best Thing You See",clickbait,1,"Ta akrobatyczna choreografia na deskorolce do utworu „Sorry” Justina Biebera może być najlepszą rzeczą, jaką zobaczysz"
23 Things You’ll Only Get If You’re 50% Hella Organised 50% Hot Mess,clickbait,1,"23 rzeczy, które dostaniesz tylko wtedy, gdy będziesz w 50% zorganizowany przez Hellę, w 50% w gorącym bałaganie"
Rupert Murdoch to step down as CEO of Fox,news,0,Rupert Murdoch ustąpi ze stanowiska dyrektora generalnego Foxa
Police in new Janner probe: Labour peer 'abused boy on trip to Scotland' as pressure grows to charge him despite his ill health ,news,0,"Policja w nowym dochodzeniu w sprawie Jannera: rówieśnik z pracy „znęcał się nad chłopcem w podróży do Szkocji”, w miarę jak rośnie presja, by postawić mu zarzuty pomimo jego złego stanu zdrowia"
Gennifer Flowers not attending first Clinton-Trump debate,news,0,Gennifer Flowers nie uczestniczy w pierwszej debacie Clinton-Trump
We Know What Your Love Life Will Look Like In 2016,clickbait,1,"Wiemy, jak będzie wyglądać Twoje życie miłosne w 2016 roku"
BP reports progress in oil spill cleanup,news,0,BP informuje o postępie w usuwaniu wycieków ropy
The astonishing Amazon 'anumeric' people whose language has no words for numbers,news,0,"Zadziwiający „numeryczni” ludzie z Amazonii, których język nie ma słów na określenie liczb"
These Cereal Cocktails Will Give You The Breakfast You Deserve,clickbait,1,"Te koktajle zbożowe zapewnią Ci śniadanie, na które zasługujesz"
Mom's 34-Second Video Filmed In A Pantry Is Pretty Much Parenthood,clickbait,1,34-sekundowy film mamy nakręcony w spiżarni to prawie rodzicielstwo
Can We Tell What The Best Part Of Your 2016 Will Be,clickbait,1,"Czy możemy powiedzieć, jaka będzie najlepsza część Twojego roku 2016?"
"Gunmen Execute Young Couple, Set Vehicle on Fire near Texas Border",news,0,Napastnicy rozstrzelali młodą parę i podpalili pojazd w pobliżu granicy z Teksasem
"Which Doctor From ""Doctor Who"" Is The Best",clickbait,1,Który Doktor z „Doctor Who” jest najlepszy
Pregnant dieters are '30 per cent more likely to have a baby who develops schizophrenia later in life',news,0,"Kobiety na diecie w ciąży są „o 30 procent bardziej narażone na urodzenie dziecka, u którego później rozwinie się schizofrenia”"
Tropical Storm Henri forms in the Atlantic,news,0,Burza tropikalna Henri formuje się na Atlantyku
Women in South Africa advancing in fields of science and technology,news,0,Kobiety w RPA robią postępy w dziedzinach nauki i technologii
Ukraine election results delayed by court,news,0,Wyniki wyborów na Ukrainie opóźnione przez sąd
"2008 YODEX: The first-ever ""Wow! Taiwan Design Competition"" announced",news,0,YODEX 2008: Ogłoszono pierwszy w historii konkurs „Wow! Taiwan Design”
Should Online Scofflaws Be Denied Web Access?,news,0,Czy osobom łamiącym prawo w sieci powinno się odmawiać dostępu do internetu?
16 Birds You Won't Believe Actually Exist,clickbait,1,"16 ptaków, w których istnienie trudno uwierzyć"
Dita Von Teese Designed The Perfect Red Lipstick With MAC,clickbait,1,Dita Von Teese zaprojektowała idealną czerwoną szminkę z MAC
"24 Awesome Things You Really Wanted And Never Got, But Can Still Totally Buy Today",clickbait,1,"24 niesamowite rzeczy, których bardzo pragnąłeś i nigdy nie dostałeś, ale wciąż możesz je dziś kupić"
Kim's latest rocket test ends in fiery failure: North Korean Ballistic missile spins out of control and plunges into the ocean ,news,0,Najnowszy test rakietowy Kima kończy się ognistą klęską: północnokoreański pocisk balistyczny wymyka się spod kontroli i wpada do oceanu
Florida teacher lets students vote to remove child from class,news,0,Nauczyciel z Florydy pozwala uczniom głosować nad usunięciem dziecka z klasy
15 Snapchats Only People From California's Central Valley Would Send,clickbait,1,"15 Snapchatów, które wysłaliby tylko mieszkańcy Doliny Środkowej w Kalifornii"
How a 23-year-old kid suddenly became the Oakland Raiders' best shot at a championship,news,0,Jak 23-letni chłopak nagle stał się największą szansą Oakland Raiders na mistrzostwo
Are You More Meredith Grey Or Meredith Grey,clickbait,1,"Czy bardziej przypominasz Meredith Grey, czy Meredith Grey"
"Louisville Pitcher Josh Rogers Catches Line Drive, Hits the Shimmy",news,0,Miotacz Louisville Josh Rogers łapie piłkę i wykonuje taniec shimmy
Office Life as Dance,news,0,Życie biurowe jako taniec
17 Mind-Blowing Vagina Confessions Everyone Should See,clickbait,1,"17 niesamowitych wyznań o waginie, które każdy powinien zobaczyć"
People Are Tweeting Hilarious Made-Up Muslim Facts With #1in5Muslims,clickbait,1,"Ludzie tweetują zabawne, zmyślone fakty o muzułmanach z hashtagiem #1in5Muslims"
Chris Christie’s State of the State to Focus on Drug Epidemic,news,0,Orędzie o stanie stanu Chrisa Christiego skupi się na epidemii narkotykowej
Verdicts announced in France's largest child abuse case,news,0,Ogłoszono wyroki w największej we Francji sprawie dotyczącej wykorzystywania dzieci
What Type Of Friend Are You Based On Your Zodiac Sign,clickbait,1,Jakim typem przyjaciela jesteś według swojego znaku zodiaku
Abu Ghraib prison camp struck by tractor bomb,news,0,Obóz więzienny Abu Ghraib zaatakowany przez traktor-pułapkę
How comics are tackling the last taboo: Holocaust humor,news,0,Jak komicy mierzą się z ostatnim tabu: humorem o Holokauście
Bomb Blasts Near Newly Liberated Syrian Town Kill at Least 60,news,0,Wybuchy bomb w pobliżu nowo wyzwolonego syryjskiego miasta zabiły co najmniej 60 osób
Why Don’t Supreme Court Justices Have an Ethics Code?,news,0,Dlaczego sędziowie Sądu Najwyższego nie mają kodeksu etycznego?
Just a load of animals with pancakes because humans are weird,news,0,"Po prostu mnóstwo zwierząt z naleśnikami, bo ludzie są dziwni"
Genentech seeks accelerated FDA approval for brain tumor treatment,news,0,Genentech ubiega się o przyspieszone zatwierdzenie przez FDA leku na guza mózgu
Indian Air Force chopper crashes in Jammu and Kashmir,news,0,Śmigłowiec Indyjskich Sił Powietrznych rozbił się w Dżammu i Kaszmirze
All Songs +1: Explosions In The Sky Finds Its Way Through ’The Wilderness’,news,0,All Songs +1: Explosions In The Sky odnajduje drogę przez „The Wilderness”
What Historical Decade Actually Matches Your Style,clickbait,1,Która historyczna dekada tak naprawdę pasuje do Twojego stylu?
How Trump’s Calls to World Leaders Are Upsetting Decades of Diplomacy ,clickbait,1,Jak telefony Trumpa do światowych przywódców burzą dekady dyplomacji
19 Heartbreaking Confessions From Men Suffering From Emotional Abuse,clickbait,1,19 rozdzierających serce wyznań mężczyzn cierpiących z powodu przemocy emocjonalnej
The Official Ranking Of Taylor Swift Leaving And Arriving Places In 2015,clickbait,1,Oficjalny ranking Taylor Swift opuszczającej i przybywającej do różnych miejsc w 2015 roku
Koran Verse Denying Jesus Was Son of God Sung in Scottish Cathedral,clickbait,1,"Werset Koranu zaprzeczający, że Jezus był Synem Bożym, odśpiewany w szkockiej katedrze"
Finnish police isolate ports in Helsinki,news,0,Fińska policja izoluje porty w Helsinkach
London attacker's unusual background raises questions for investigators,news,0,Niezwykła przeszłość londyńskiego napastnika budzi pytania śledczych
The Good Dinosaur Is A Reminder That Even Bad Pixar Is Pretty Good,clickbait,1,"Dobry Dinozaur to przypomnienie, że nawet słaby Pixar jest całkiem dobry"
23 Gifts Every Unicorn Lover Needs In Their Life,clickbait,1,"23 prezenty, których każdy miłośnik jednorożców potrzebuje w swoim życiu"
Pence makes case for health care overhaul in Kentucky,news,0,Pence argumentuje za reformą opieki zdrowotnej w Kentucky
19 Struggles That Are Way Too Real For Anyone Who's Ever Had Hair Extensions,clickbait,1,"19 problemów, które są aż nazbyt realne dla każdego, kto kiedykolwiek przedłużał włosy"
"Stephen Hawking: aliens ""almost certain to exist,"" could invade Earth",news,0,"Stephen Hawking: istnienie kosmitów jest „niemal pewne”, mogą najechać Ziemię"
New pre-Iraq war memo leaked,news,0,Wyciekła nowa notatka sprzed wojny w Iraku
How Well Do You Know Sandwiches,clickbait,1,Jak dobrze znasz się na kanapkach?
"21 Confessions From The Biggest ""Grey's Anatomy"" Fans On The Internet",clickbait,1,21 wyznań największych fanów „Chirurgów” w internecie
Zac Efron Dominated The Stage As Snoopy In A High School Play,clickbait,1,Zac Efron zdominował scenę jako Snoopy w licealnym przedstawieniu
Texas police: 2-year old crushed by relative,news,0,Policja w Teksasie: 2-latek zmiażdżony przez krewnego
Krauthammer Blasts U.N.: Trump Should Turn Manhattan HQ  'Into Condos'  Insider,news,0,Krauthammer atakuje ONZ: Trump powinien zamienić kwaterę główną na Manhattanie w apartamentowce
Successor to mp3; MusicDNA founder interviewed,news,0,Następca mp3; wywiad z założycielem MusicDNA
'We are making science' says man as his doctor reveals plans for head transplant,clickbait,1,"„Tworzymy naukę” mówi mężczyzna, gdy jego lekarz ujawnia plany przeszczepu głowy"
The Tricky Question of Whether to Spend or Save,news,0,"Trudne pytanie o to, czy wydawać, czy oszczędzać"
How Well Can You Actually See,clickbait,1,Jak dobrze tak naprawdę widzisz?
19 Things All '90s Students From Newcastle Will Remember,clickbait,1,"19 rzeczy, które zapamiętają wszyscy studenci z Newcastle z lat 90."
Conglomerate Feels Heat From China’s Anger at South Korea   ,clickbait,1,Konglomerat odczuwa skutki gniewu Chin wobec Korei Południowej
41 Victoria's Secret Models Show What They Look Like Without Makeup,clickbait,1,"41 modelek Victoria's Secret pokazuje, jak wyglądają bez makijażu"
What's Your Favorite Lana Del Rey Song That Doesn't Exist,clickbait,1,"Jaka jest Twoja ulubiona piosenka Lany Del Rey, która nie istnieje?"
Read Bob Dylan's Nobel Prize Acceptance Speech in Full,news,0,Przeczytaj pełną treść przemówienia Boba Dylana z okazji odebrania Nagrody Nobla
‘The Daily’: Making Sense of the Gorsuch Pick ,news,0,„The Daily”: Zrozumieć wybór Gorsucha
The Worst Things About Weddings,clickbait,1,Najgorsze strony wesel
Two British Police Officers Used a Taser on Their Own Black Race Relations Advisor,news,0,Dwaj brytyjscy policjanci użyli tasera wobec własnego czarnoskórego doradcy ds. relacji rasowych
Sumo's next superstars? Why Mongolia is a wrestling powerhouse,clickbait,1,Kolejne supergwiazdy sumo? Dlaczego Mongolia jest potęgą w zapasach
People Are Taking Their Frustrations Out On United Airlines By Trolling Them Hard,news,0,"Ludzie wyładowują swoją frustrację na United Airlines, ostro ich trollując"
Which 2016 World Tour Should You See Based On Your Birth Month,clickbait,1,Którą światową trasę koncertową z 2016 roku powinieneś zobaczyć na podstawie miesiąca urodzenia
Two Truths And A Lie: Ed Sheeran And Jamie Lawson Edition,clickbait,1,Dwie prawdy i kłamstwo: Ed Sheeran i Jamie Lawson
Golfers Expect a Tougher Masters After Gentle Round 1,news,0,Golfiści spodziewają się trudniejszego turnieju Masters po łagodnej pierwszej rundzie
Facebook Pushes Outside Law Firms to Become More Diverse ,news,0,"Facebook naciska na zewnętrzne kancelarie prawne, by stały się bardziej zróżnicowane"
Chelsea Handler Will (Probably) Never Get Married,clickbait,1,Chelsea Handler (prawdopodobnie) nigdy nie wyjdzie za mąż
Third union separates from AFL-CIO,news,0,Trzeci związek zawodowy odłącza się od AFL-CIO
Soldiers question U.S. Defense Secretary on issues during Kuwait visit,news,0,Żołnierze zadają pytania sekretarzowi obrony USA o bieżące problemy podczas wizyty w Kuwejcie
How Brown-Eyed Parents Can Have A Blue-Eyed Kid,clickbait,1,Jak brązowoocy rodzice mogą mieć niebieskookie dziecko
Guys Try Pinterest Leaf Hacks,clickbait,1,Faceci testują triki z liśćmi z Pinteresta
UPDATE: White House Tells All VA Facilities to Hang President's Portrait  Insider,news,0,AKTUALIZACJA: Biały Dom nakazuje wszystkim placówkom VA powiesić portret prezydenta - Insider
Soldiers given taxpayer-funded guide to strip clubs of Tallinn,news,0,Żołnierze otrzymali sfinansowany z pieniędzy podatników przewodnik po klubach ze striptizem w Tallinnie
"Knicks, Without Lee, Fall to Orlando",news,0,Knicks bez Lee przegrywają z Orlando
An Overseer of Medical Trials Comes Under Fire,news,0,Nadzorca badań medycznych w ogniu krytyki
Twelve injured in Washington after ride at fair topples over,news,0,Dwanaście osób rannych w Waszyngtonie po przewróceniu się atrakcji na festynie
14 Adorable Animals Giving You Kind Of OK Advice,clickbait,1,14 uroczych zwierząt dających ci całkiem niezłe rady
Western Sahara: Kitesurfing in the Dakhla danger zone,clickbait,1,Sahara Zachodnia: Kitesurfing w strefie zagrożenia w Dachli
"At least 175 killed, 200 injured in northwestern Iraq",news,0,Co najmniej 175 zabitych i 200 rannych w północno-zachodnim Iraku
